RecId,Group,Title,Location,Method,Color,Aliases,Image,ImageCopyright,SushiAlias,ScientificName,Description,ConsumerNote,Summary,Alternatives,PDF1,PDF1Text,PDF2,PDF2Text,PDF3,PDF3Text,PDF4,PDF4Text,PDF5,PDF5Text,PDF6,PDF6Text,PDF7,PDF7Text
316,Barramundi,Barramundi,Indo Pacific (except Australia),Farmed in Open Systems,Red,"Asian Seabass, Barra. Giant Perch, Palmer Perch",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/baramundi.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,NULL,Lates calcarifer,"<b>Barramundi in the U.S. is farmed in an environmentally sound way, making it a ""Best Choice."" There are concerns about how barramundi from Australia is produced, but it is still a ""Good Alternative"" to barramundi from other areas of the Indo-Pacific.  Most imported barramundi is farmed in open net pens or cages that pose a variety of problems and should therefore be avoided.</b>","Consumers should be aware that Nile perch, an invasive species fished in Lake Victoria, Africa, is often mislabeled as barramundi and does not fall under our recommendation for U.S. farmed barramundi.","A native of the tropical waters of northern Australia, southeast Asia and southern China, barramundi is a prized sport fish in Australia.  Known for its good taste and texture, barramundi is now farmed in the U.S. and becoming widely available to Americans.<br><br>    Barramundi is well-suited to aquaculture since it's hardy and fast growing.  It's also high in omega-3 fatty acids which have beneficial health effects to humans. The way in which they are farmed in the U.S. (in a fully recirculating system) eliminates the risks of fish escapes, disease transfer and pollution.<br><br>    In some areas of the Indo-Pacific, barramundi is commonly farmed in open net pens or cages that pose a variety of problems including risks of disease, pollution and escaped fish.  For this reason, imported barramundi farmed in open net pens or cages should be avoided.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedBarramundiReport.pdf,Barramundi Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,Barramundi,Barramundi,Australia,Farmed in Fully Recirculating Systems,Yellow,"Asian Seabass, Barra, Giant & Palmer Perch",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/baramundi.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,NULL,Lates calcarifer,"<b>Barramundi in the U.S. is farmed in an environmentally sound way, making it a ""Best Choice."" There are concerns about how barramundi from Australia is produced, but it is still a ""Good Alternative"" to barramundi from other areas of the Indo-Pacific.  Most imported barramundi is farmed in open net pens or cages that pose a variety of problems and should therefore be avoided.</b>","Consumers should be aware that Nile perch, an invasive species fished in Lake Victoria, Africa, is often mislabeled as barramundi and does not fall under our recommendation for U.S. farmed barramundi.","A native of the tropical waters of northern Australia, southeast Asia and southern China, barramundi is a prized sport fish in Australia.  Known for its good taste and texture, barramundi is now farmed in the U.S. and becoming widely available to Americans.<br><br>    Barramundi is well-suited to aquaculture since it's hardy and fast growing.  It's also high in omega-3 fatty acids which have beneficial health effects to humans. The way in which they are farmed in the U.S. (in a fully recirculating system) eliminates the risks of fish escapes, disease transfer and pollution.<br><br>    In some areas of the Indo-Pacific, barramundi is commonly farmed in open net pens or cages that pose a variety of problems including risks of disease, pollution and escaped fish.  For this reason, imported barramundi farmed in open net pens or cages should be avoided.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedBarramundiReport.pdf,Barramundi Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,Barramundi,Barramundi,Vietnam,Farmed in Net Pens,Green,"Asian Seabass, Barra, Giant & Palmer Perch",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/baramundi.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,NULL,Lates calcarifer,"<b>Australis farmed barramundi from Vietnam receive a ""Best Choice"" recommendation due to low chemical use and habitat impacts, strict monitoring of effluent and transparency of data. </b>","Farmed barramundi is available year-round and is often marketed under the names ""Asian seabass"" or ""giant seabass.""  Smaller fish (1-2 lbs.) may be available live, whole, or gilled and gutted, while larger fish (2-6 lbs.) are often available as fresh, frozen or smoked fillets.","Barramundi are native to the Indo-Pacific and are capable of tolerating a wide range of salinities. They are a prized sport fish and table fish. Because of their hardy nature, fast growth and high reproductive rate, they are well suited to aquaculture.  <br></br>  The barramundi farming industry in Vietnam currently consists of a single farm that produces 2,000 tons per year. The fish are grown in low density, reducing the risk of impacts from disease and chemical use. Effluent and habitat impacts are mitigated through national regulation, the small scale of the industry and strict monitoring and transparent recording on the part of the farm. Wild fish use in feedstock is moderate, and all juvenile fish are sourced from hatchery-reared broodstock, indicating there is no dependence on wild populations for seed.   <br></br>  Overall, the low environmental impacts associated with Australis barramundi farming in Vietnam make it a ""Best Choice"" recommendation.<br></br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedBarramundiAustralisReport.pdf,Australis Farmed Barramundi Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,Basa,Basa,Imported,Farmed,Yellow,"River & Striped Catfish, Pangasius, Swai, Tra",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/pangasius.jpg,© Scandinavian Fishing Yearbook/www.scanfish.com,NULL,Pangasius bocourti,"<b>Basa, Pangasius and Swai are used interchangeably when referring to two species of farmed river catfish from Asia. Catfish farmed in the U.S. is considered a ""Best Choice,"" as it's farmed in a more ecologically responsible manner.</b>","Imported river catfish from Asia is commonly sold in the U.S. simply as ""catfish."" Check country-of-origin labels to be sure you know where your catfish is from.","Commercial farming of river catfish - known as Basa, Pangasius and Swai - in southeast Asia has increased rapidly in recent years. River catfish has a strong potential to be a <span id=""nolink"">sustainable</span> aquaculture species, but there are <span id=""nolink"">conservation</span> concerns with the current practice of open cage aquaculture combined with little or no management of these fish farming operations in Asia.","U.S. farmed catfish is a ""Best Choice.""",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_ImportedFarmedCatfish_BasaReport.pdf,Imported Catfish (Basa/Swai/Pangasius) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,Bass,Bass,Marine Stewardship Council Certified,Wild,Yellow,Sea & Striped Bass,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/black_sea_bass.jpg,© Diane Rome Peebles,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#bass','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.     <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,Bluefish,Bluefish,U.S. Atlantic,"Bottom gillnet, Bottom trawl",Yellow,"Blue, Chopper, Hatteras Blue",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/bluefish.jpg,© Duane Raver,NULL,Pomatomus saltatrix,"<b>Bluefish caught using bottom gillnets and bottom trawls receive a""Good Alternative"" recommendation due to concerns with bycatch. Once deemed overfished, U.S. Atlantic bluefish populations have now recovered.</b>","Bluefish is known by a number of different names: blue, chopper, elf, fatback, greenfish, Hatteras blue, horse mackerel, skipjack, slammer, snap mackerel, taylor and snapper (a small bluefish). Bluefish is often found fresh year round.","Bluefish is a migratory, open-ocean fish found worldwide.   <br></br>  In the U.S. fishery, most bluefish are caught commercially with gillnets  but bottom trawls and handlines are also used. In the trawl fishery, there is a concern about the bycatch  of loggerhead sea turtles. In the gillnet fishery, there is a concern about the bycatch  of vulnerable species, including marine mammals and endangered Atlantic sturgeon. Although the bluefish fishery is not believed to jeopardize the populations of any of these species, there is little observer coverage, so the impact of the fishery is uncertain. There are also concerns with the impacts of bottom trawls on the seafloor habitat. However, the impact is less severe in the primarily sandy habitat where bluefish are caught.  <br></br>  Because of the factors above, bluefish caught in gillnets or bottom trawls from the U.S. Atlantic are considered a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_BluefishReport.pdf,Bluefish Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_Dredging&GillnettingFactCards.pdf,Gillnetting Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,Bluefish,Bluefish,U.S. Atlantic,Handline,Green,"Blue, Chopper, Hatteras Blue",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/Bluefish.jpg,© Duane Raver,NULL,NULL,"<b>Once deemed overfished, U.S. Atlantic bluefish populations have now recovered. The handline fishery has no bycatch and does not contact the seafloor, making handline-caught bluefish a ""Best Choice.""</b>","Bluefish is known by a number of different names: blue, chopper, elf, fatback, greenfish, Hatteras blue, horse mackerel, skipjack, slammer, snap mackerel, taylor and snapper (a small bluefish.) Bluefish is often found fresh year round.","Bluefish is a migratory, open-ocean fish found worldwide.   <br></br>  In the U.S.  fishery, most bluefish are caught commercially with gillnets, but bottom trawls and handlines are also used. There are bycatch concerns with the bottom trawl and gillnet fisheries. However, the handline fishery has virtually no bycatch and does not contact the seafloor, making bluefish caught by handline the ""Best Choice.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_BluefishReport.pdf,Bluefish Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,Bluenose,Bluenose,Southern Pacific,Wild,Yellow,"Antarctic Butterfish, Blue Bream, Blue-eye Trevalla, Bluenose Sea Bass",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/bluenose.jpg,© New Zealand Fishing News,NULL,Hyperoglyphe antarctica,"<b>Bluenose is not a ""Best Choice"" at this time due to a lack of knowledge on its life history and population status.</b>","Bluenose is a relative newcomer to menus, and may also be sold as Antarctic butterfish or bluenose sea bass.","Bluenose is found on continental slopes and around seamounts in the southern Pacific and Indian oceans, mainly off New Zealand and south Australia.  Data on bluenose have only been collected since the 1980s and we still don't know much about its life history and biology.  Little is also known about the health of bluenose populations.<br><br>    Adults live near the ocean bottom and are sometimes caught with deepwater trawls, which damage the seafloor and the corals that live there.  On the positive side, however, most of the bluenose available in the U.S. is from the New Zealand handline fishery.<br><br>    Other fishes (like grouper, grenadier and dogfish) are caught as bycatch in some of the fisheries that catch bluenose.  The management agencies in Australia and New Zealand are working to reduce this bycatch.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_Bluenose.pdf,Bluenose Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,Branzino,Branzino,"Nova Scotia, Canada",Farmed in Tank Systems,Green,"European & Mediterranean Seabass, Branzini, Loup de mer",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/seabass_euro.jpg,©Scandinavian Fishing Yearbook/www.scanfish.com,NULL,Dicentrarchus labrax,"<b>Branzino farmed in Canada in closed, 100% recirculating systems, is a ""Best Choice.""</b>",NULL,"Branzino is native to the East Atlantic and Mediterranean Sea. Consistently high demand in the market has lead to domestication for aquaculture production in a variety of systems in a number of countries.<br><br>    In Nova Scotia, Branzino is farmed in a land-based farm ""closed"" from the surrounding environment, limiting the impact the operation has on local ecosystems.  Risk of disease spreading, or escape of fish from the farm is minimized or eliminated. Water and effluent can be treated, and with minimum use of chemicals, the outputs from the farm can be minimized and even re-used as fertilizer.<br><br>    By using feed ingredients that are not solely reliant on wild fish, there is also less impact to the environment.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_EuropeanSeaBassReport.pdf,Farmed Branzino Canada Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,Capelin,Capelin,Iceland,Wild,Green,"Smelt Roe, Masago",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/capelin_roe.jpg,© Lori Alden,Masago/Smelt roe,Mallotus villosus,"<b>Capelin is fished primarily for its ""roe."" Capelin roe, typically called smelt roe, is a popular sushi item where it is sold under the Japanese name masago.  Icelandic capelin is a ""Best Choice"" as the <span id=""nolink"">fishery</span> has the least <span id=""nolink"">bycatch</span> and the most effective management practices.</b>",Capelin/smelt roe is known as masago when prepared as sushi.  Capelin roe is available year-round.   ,"Capelin is a small fish that is an important food source for other ocean wildlife.  Therefore, the capelin fishery must consider and include the needs of cod, <span id=""nolink"">herring</span> and the many other <span id=""nolink"">species</span> that rely on capelin as a source of food. A good fishery management plan takes all of these needs into account.<br><br>    Fortunately, capelin matures at an early age, grows quickly to maturity and reproduces at a very high rate. These characteristics help protect capelin populations from overfishing. <br><br>    Overfishing does not appear to be occurring in either the Icelandic or Canadian fisheries, but the data aren't entirely clear. Canadian populations are fluctuating, with those in Iceland remaining mostly stable.<br><br>    Capelin is most commonly caught with purse seines, a type of fishing gear that causes very little <span id=""nolink"">habitat</span> damage. The Canadian fishery is increasingly relying on <span id=""nolink"">trap</span> nets, which are generally known to have moderate impacts on habitat. <br><br>    Bycatch is a low concern in the Icelandic fishery, whereas recent bycatch levels in the Canadian capelin fisheries are unknown.<br><br>    Management in the Icelandic fisheries is making strides towards thoughtful and integrated policies, whereas it is unclear if Canadian management measures have maintained the population levels over time.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_MasagoCapelinRoeReport.pdf,Capelin Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,Capelin,Capelin,Canada,Wild,Yellow,"Smelt Roe, Masago",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/capelin_roe.jpg,© Lori Alden,Masago/Smelt roe,Mallotus villosus,"<b>Capelin is fished primarily for its ""roe."" Capelin roe, typically called smelt roe, is a popular sushi item where it is sold under the Japanese name masago.  Icelandic capelin is a ""Best Choice"" as the <span id=""nolink"">fishery</span> has the least <span id=""nolink"">bycatch</span> and the most effective management practices.</b>",Capelin/smelt roe is known as masago when prepared as sushi.  Capelin roe is available year-round.   ,"Capelin is a small fish that is an important food source for other ocean wildlife.  Therefore, the capelin fishery must consider and include the needs of cod, <span id=""nolink"">herring</span> and the many other <span id=""nolink"">species</span> that rely on capelin as a source of food. A good fishery management plan takes all of these needs into account.<br><br>    Fortunately, capelin matures at an early age, grows quickly to maturity and reproduces at a very high rate. These characteristics help protect capelin populations from overfishing. <br><br>    Overfishing does not appear to be occurring in either the Icelandic or Canadian fisheries, but the data aren't entirely clear. Canadian populations are fluctuating, with those in Iceland remaining mostly stable.<br><br>    Capelin is most commonly caught with purse seines, a type of fishing gear that causes very little <span id=""nolink"">habitat</span> damage. The Canadian fishery is increasingly relying on <span id=""nolink"">trap</span> nets, which are generally known to have moderate impacts on habitat. <br><br>    Bycatch is a low concern in the Icelandic fishery, whereas recent bycatch levels in the Canadian capelin fisheries are unknown.<br><br>    Management in the Icelandic fisheries is making strides towards thoughtful and integrated policies, whereas it is unclear if Canadian management measures have maintained the population levels over time.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_MasagoCapelinRoeReport.pdf,Capelin Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,Carp,Carp,Naturland Certified,Farmed,Yellow,"European, German & Mirror Carp",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/cyprinus_carpio_bon.jpg,© Monterey Bay Aquarium,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the Naturland farmed carp <a href=""javascript:openNewWindow('http://www.naturland.de/naturland_fish.html','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the Naturland web site.""><gif"" width=""23"" height""16"" title=""Learn more on the Naturland web site."">(Naturland)</a> standard as equivalent to at least our yellow ""Good Alternative"" recommendation.  <br></br>  <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/natureland.jpg"" alt=""Naturland Certified"" />  <br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeafoodWatch_Naturland_Farmed_Carp_Benchmarking_Report.pdf,Naturland Certified Farmed Carp Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,Catfish,Catfish,U.S.,Farmed,Green,Channel Catfish,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/catfish.jpg,© Scandinavian Fishing Yearbook / www.scanfish.com,NULL,Ictalurus punctatus,"<b>U.S. farmed catfish is a ""Best Choice"" because it's farmed in an ecologically responsible manner.</b>","We recommend you look for the country-of-origin label to ensure you're purchasing U.S. farm-raised catfish instead of imported catfish, like basa, Pangasius and swai, which are sometimes also sold simply as ""catfish.""","A specialty of the southeastern U.S., <span id=""nolink"">channel</span> catfish is now one of the most commonly farmed fish in the U.S., generating the largest volume and revenue of all farmed seafood. As a result, catfish has become one of America's most popular seafood items.  <br><br>    Raised in closed, <span id=""nolink"">inland</span> ponds using recirculated fresh water and fed a mostly <span id=""nolink"">vegetarian</span>  diet of soybeans, corn and rice, U.S. farmed catfish is considered to be one of the most <span id=""nolink"">sustainable</span> fish <span id=""nolink"">species</span> available. Closed, inland ponds dramatically reduce the risk of farmed fish escaping and spreading disease to native wild populations. Their primarily vegetarian diet, with extremely low levels of fishmeal, reduces the number of wild fish caught.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_USFarmedCatfishReport.pdf,U.S. Farmed Catfish Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AquacultureFactCards.pdf,Aquaculture Fact Cards,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,Catfish,Pangasius,Imported,Farmed,Yellow,"River & Striped Catfish, Basa, Swai, Tra",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/pangasius.jpg,© Scandinavian Fishing Yearbook/www.scanfish.com,NULL,Pangasius spp.,"<b>Basa, Pangasius and Swai are used interchangeably when referring to two species of farmed river catfish from Asia. Catfish farmed in the U.S. is considered a ""Best Choice,"" as it's farmed in a more ecologically responsible manner.</b>","Imported river catfish from Asia is commonly sold in the U.S. simply as ""catfish."" Check country-of-origin labels to be sure you know where your catfish is from.","Commercial farming of river catfish - known as Basa, Pangasius and Swai - in southeast Asia has increased rapidly in recent years. River catfish has a strong potential to be a <span id=""nolink"">sustainable</span> aquaculture species, but there are <span id=""nolink"">conservation</span> concerns with the current practice of open cage aquaculture combined with little or no management of these fish farming operations in Asia.","U.S. farmed catfish is a ""Best Choice.""",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_ImportedFarmedCatfish_BasaReport.pdf,Imported Catfish (Basa/Swai/Pangasius) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,Catfish,Pangasius,Naturland Certified,Farmed,Yellow,"River & Striped Catfish, Basa, Swai, Tra",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/catfish.jpg,© Scandinavian Fishing Yearbook / www.scanfish.com,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the Naturland farmed freshwater fishes <a href=""javascript:openNewWindow('http://www.naturland.de/naturland_fish.html','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the Naturland web site.""><gif"" width=""23"" height""16"" title=""Learn more on the Naturland web site."">(Naturland)</a> standard as equivalent to at least our yellow ""Good Alternative"" recommendation.  <br></br>  <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/natureland.jpg"" alt=""Naturland Certified"" />  <br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeafoodWatch_Naturland_Farmed_Freshwater_Fishes_Benchmarking_Report.pdf,Naturland Certifed Farmed Freshwater Fishes Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,Catfish,Pangasius,Aquaculture Stewardship Council Certified,Farmed,Yellow,"River & Striped Catfish, Basa, Swai, Tra",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/catfish.jpg,© Scandinavian Fishing Yearbook / www.scanfish.com,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the Aquaculture Stewardship Council farmed pangasius <a href=""javascript:openNewWindow('http://www.asc-aqua.org/','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the ASC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the ASC web site."">(ASC)</a> standard as equivalent to at least our yellow ""Good Alternative"" recommendation.    <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/asc.jpg"" alt=""ASC Certified"" />  <br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media//eco/MBA_SeafoodWatch_ASC_Farmed_Pangasius_Benchmarking_Report.pdf,Aquaculture Stewardship Council Pangasius Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,Caviar,"Caviar, Paddlefish",U.S.,Wild,Red,Caviar,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/caviar.jpg,© Monterey Bay Aquarium,NULL,Polyodon spathula,"<b>Paddlefish caught in U.S. fisheries is considered an ""Avoid"" due to ineffective management systems.  Consumers and businesses should consider sourcing sturgeon or caviar from farmed sources in the U.S. which represent a ""Best Choice.""</b>",U.S. production of caviar varies greatly from year to year.  Wild paddlefish populations are at high risk of being depleted and removal of eggs for human consumption as caviar prevents recovery of these populations.  Farm raised sturgeon and caviar are a better alternative than wild caught.,"Sturgeon and paddlefish in the Mississippi River and its tributaries can be caught in 31 states, and each state has its own system of management for these species.  Many states do not permit commercial fishing for sturgeon.  There is minimal collaboration between states-although this is improving-in managing sturgeon populations across the Mississippi watershed.  As a result it is unclear whether populations are depleted and whether current fishing effort is at a sustainable level.  Management of the sturgeon and paddlefish fisheries in the Mississippi watershed is ineffective at protecting these unique fish from overfishing, and as such these fish and their caviar should be avoided.  <br></br>    <b>Important Note on Sturgeon and Caviar</b>  <br>  Seafood Watch no longer has a recommendation for caviar or sturgeon imported from the Black Sea or the Caspian Sea.  This is because there are bans in place which prevent the legal harvest of any sturgeon from these areas.  As such, all sturgeon and caviar from the Black or Caspian Seas should be avoided.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_SturgeonReport.pdf,Paddlefish and Sturgeon Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
